Date,Last Price,Volume,SMAVG (15)
2023-09-21 18:00:00,116.05,561130,601195

2023-09-21 17:30:00,115.845,329085,579274

2023-09-21 17:00:00,116.08,539136,584679

2023-09-21 16:30:00,115.72,394734,575222

2023-09-21 16:00:00,115.91,427930,583352

2023-09-21 15:30:00,115.72,793852,614251

2023-09-21 15:00:00,116.61,809571,636763

2023-09-21 14:30:00,116.7599,1531884,659861

2023-09-20 20:30:00,116.42,1123060,581040

2023-09-20 20:00:00,116.97,499011,532501

2023-09-20 19:30:00,116.94,548357,525613

2023-09-20 19:00:00,117.17,538929,513922

2023-09-20 18:30:00,117.27,367397,512773

2023-09-20 18:00:00,117.37,263368,520964

2023-09-20 17:30:00,117.46,290475,525554

2023-09-20 17:00:00,117.25,232325,532219

2023-09-20 16:30:00,117.08,410154,547208

2023-09-20 16:00:00,117.27,397279,567415

2023-09-20 15:30:00,117.50,516682,592930

2023-09-20 15:00:00,117.71,891427,657607

2023-09-20 14:30:00,117.64,1131526,707367

2023-09-19 20:30:00,117.33,1156036,656342

